# Constructed from biom file
#OTU ID	515rcbc8	515rcbc9	515rcbc10	515rcbc11	515rcbc12	515rcbc13	515rcbc14	515rcbc15	515rcbc16	515rcbc17	515rcbc18	515rcbc19	515rcbc20	515rcbc21	515rcbc22	515rcbc23	515rcbc24	515rcbc25	515rcbc26	515rcbc27	515rcbc28	515rcbc29	515rcbc30	515rcbc31	515rcbc32	515rcbc33	515rcbc34	515rcbc35	515rcbc36	515rcbc37
k__Archaea;p__[Parvarchaeota];c__[Parvarchaea];o__WCHD3-30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.15002367759e-06	0.0	1.48757502957e-05	1.78808509497e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.04285231715e-06	8.69006030902e-06	0.0	0.0	0.0	0.0
k__Archaea;p__[Parvarchaeota];c__[Parvarchaea];o__YLA114	8.71896593064e-05	2.73680177345e-05	0.0	7.35050902275e-05	3.32913492429e-06	1.4432721867e-05	7.97853049975e-05	2.42547721264e-05	4.19315781474e-05	0.0	7.87469780847e-05	6.15002367759e-06	0.0	5.95030011826e-05	3.57617018994e-05	3.61076006499e-05	0.000127011421258	2.09934080699e-05	5.67839823743e-05	0.0	2.38748955473e-05	3.80081554642e-05	1.98899423192e-05	6.22755485438e-05	5.629996622e-05	4.34503015451e-05	9.89805008413e-05	0.0	0.0	0.000453183246839
k__Bacteria;Other;Other;Other	0.0	0.0	0.0	0.0	1.10971164143e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.91950539375e-06	0.0	0.0	0.0	2.03029195598e-05	0.0	0.0
k__Bacteria;p__;c__;o__	0.00013078448896	0.000205260133009	0.000183136585245	0.000229703406961	0.000323480943477	0.000909261477622	0.000427939363168	0.000185953252969	7.86217090263e-05	9.2000167273e-05	0.000212616840829	0.000239850923426	0.0	0.000200822628991	0.00043361063553	7.22152012999e-05	0.000263792951843	6.99780268996e-05	0.000272563115396	0.00024303201627	0.000461581313915	0.000179181304331	0.000192269442419	4.84365377563e-05	2.41285569514e-05	0.000182491266489	0.000254521287878	0.000142120436919	2.57195030992e-05	0.000204663401798
k__Bacteria;p__AD3;c__ABS-6;o__	0.00013078448896	0.0	2.96978246343e-05	9.18813627844e-06	0.0	0.0	7.25320954522e-06	0.0	2.09657890737e-05	0.0	0.0	6.15002367759e-06	0.0	0.0	0.0	0.0	0.0	4.89846188297e-05	0.0	0.0	0.0	0.0	6.62998077306e-05	0.0	8.84713754886e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__AD3;c__JG37-AG-4;o__	0.0	0.0	4.94963743906e-06	0.0	0.0	0.0	0.0	0.0	1.57243418053e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000489846188297	1.13567964749e-05	0.0	0.0	0.0	0.0	0.0	6.43428185372e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;Other;Other	0.0	0.0	0.0	0.0	1.10971164143e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__;o__	0.000239771563093	0.00119050877145	0.00229663177172	0.000624793266934	0.000655839580085	0.00282881348594	0.0012983245086	0.00144720140354	0.000676146697626	0.00172291222348	0.00696123286269	0.00143295551688	0.0	0.0068577208863	0.00180149573318	0.000529578142866	0.00160229792971	8.39736322795e-05	0.00516734239606	0.00110003965259	0.00142453543432	0.00448496234478	0.00132599615461	0.000297538731931	0.000378014058906	0.000999356935537	0.00387437960436	0.00167499086369	0.000180036521694	0.00108179226665
k__Bacteria;p__Acidobacteria;c__AT-s54;o__	4.35948296532e-05	8.21040532034e-05	7.42445615859e-05	8.26932265059e-05	7.04666892308e-05	0.000173192662404	0.000188583448176	0.000210208025096	0.0	0.000234182243968	0.000125995164936	7.99503078087e-05	0.00133868808568	0.000148757502957	0.00015645744581	7.22152012999e-05	0.000234482623861	3.49890134498e-05	1.70351947123e-05	0.000153493905013	0.000183040865863	2.17189459796e-05	0.000232049327057	4.84365377563e-05	0.000297585535734	0.000252011748962	9.89805008413e-05	8.12116782393e-05	7.71585092976e-05	0.000219282216212
k__Bacteria;p__Acidobacteria;c__Acidobacteria-5;o__	0.00514418989908	0.00983880237554	0.00964684336872	0.00544856481311	0.009857013655	0.0106513487379	0.00837020381519	0.00412331126149	0.00699209065607	0.00339564253753	0.00648087629637	0.00653747516928	0.00401606425703	0.00877669267444	0.00723280420915	0.00986941084432	0.00474338807851	0.00703279170341	0.00619513247703	0.00474551989665	0.00775138275437	0.00346417188374	0.0047006563681	0.00666348369419	0.0090079945952	0.00479691329058	0.00417132110688	0.00360376822187	0.00154317018595	0.00447335721073
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__	0.0	0.0	0.0	0.0	1.10971164143e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__BPC015	0.0	2.73680177345e-05	6.92949241468e-05	0.0	6.38084193822e-05	4.32981656011e-05	7.25320954522e-06	0.000161698480843	3.66901308789e-05	0.000108727470414	0.000196867445212	3.69001420655e-05	0.00133868808568	9.66923769218e-05	4.47021273742e-06	8.42510681832e-05	0.000161206803904	0.0	0.000579196620217	0.0	0.000111416179221	0.000141173148867	0.00015248955778	2.07585161813e-05	0.0	1.7380120618e-05	0.00022624114478	0.000223332115158	0.0	0.000190044587384
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__CCU21	0.00226693114197	0.0024631215961	0.00361323533051	0.00199382557242	0.00363153134658	0.00626380129029	0.00331471676217	0.00948361590143	0.00165105588955	0.00463346296993	0.00590602335635	0.00379456460907	0.00803212851406	0.00726680401943	0.00626276804513	0.0026719624481	0.00428907799478	0.00102167919273	0.00672890191135	0.00537228667545	0.00365285901874	0.00484332495344	0.00523105482994	0.00172295684304	0.00221982723953	0.00367589551071	0.00528838675924	0.00462906565964	0.000514390061984	0.00409326803596
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15	0.0753536630556	0.0822956293276	0.113554582127	0.084576794443	0.0969283181765	0.121234863683	0.0778849640966	0.108370321861	0.0810118089807	0.105850374273	0.101552102938	0.103209697357	0.105756358768	0.101869138025	0.0957027844955	0.100246735271	0.124251365373	0.0608318987838	0.109445447628	0.134256002251	0.116827822212	0.092414115143	0.0944838559968	0.10631128087	0.102473981373	0.0734657698524	0.0973402525417	0.100986721891	0.0294745505517	0.0882391638038
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales	0.0591145890097	0.000451572292619	0.00235602742099	0.00583446653681	0.000128171694585	0.000115461774936	0.000203089867266	4.04246202107e-05	0.0141099760466	0.000117091121984	1.57493956169e-05	0.00418201610076	0.00401606425703	2.23136254435e-05	0.00029503404067	0.000433291207799	2.93103279826e-05	0.0671509146128	2.83919911871e-05	8.95381112575e-05	0.000143249373284	0.00094477415011	0.000311609096334	0.0116455275777	0.0280856402915	0.00178146236335	0.000183820930134	0.000192877735818	0.00095162161467	0.000409326803596
k__Bacteria;p__Acidobacteria;c__BPC102;o__	2.17974148266e-05	0.000301048195079	0.000148489123172	0.0	3.4955916705e-05	0.000187625384271	8.70385145427e-05	0.000153613556801	5.24144726842e-06	6.69092125622e-05	0.000173243351786	0.000135300520907	0.0	0.000193384753844	0.000107285105698	2.40717337666e-05	0.000161206803904	1.39956053799e-05	0.000244171124209	0.00011512042876	0.000135291074768	5.97271014438e-05	0.000848637538951	1.38390107875e-05	4.82571139029e-05	2.60701809271e-05	0.000197961001683	0.000345149632517	0.0	0.000116950515313
k__Bacteria;p__Acidobacteria;c__BPC102;o__B110	0.0	0.000191576124141	4.94963743906e-06	0.0	0.0	0.0	7.25320954522e-06	8.08492404214e-06	0.0	0.0	3.93734890424e-05	0.0	0.0	2.97515005913e-05	0.0	0.0	4.39654919739e-05	0.0	2.83919911871e-05	5.11646350043e-05	7.95829851578e-06	0.0	4.64098654114e-05	0.0	0.0	0.0	2.82801430975e-05	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__BPC102;o__MVS-40	0.000108987074133	0.000629464407893	0.000440517732076	0.000220515270682	0.00024857540768	0.000663905205883	0.000543990715892	0.00109146474569	0.000172967759858	0.000577091958349	0.00208679491924	0.0003567013733	0.0	0.00270738655381	0.000759936165362	0.000529578142866	0.00125545904859	6.99780268996e-06	0.00311176223411	0.00035815244503	0.000525247702041	0.000885047048667	0.00177683484718	0.00016606812945	0.000160857046343	0.000521403618541	0.00169680858585	0.00205059487554	0.000154317018595	0.000277757473869
k__Bacteria;p__Acidobacteria;c__DA052;o__Ellin6513	0.0198138500774	0.000561044363557	0.0017620709283	0.00133227976037	0.00036509513003	0.000432981656011	0.000355407267716	0.000129358784674	0.00404639729122	0.000326182411241	0.000251990329871	0.000492001894207	0.0	0.0001710711284	0.000326325529832	0.000300896672083	0.000297988334489	0.0105246952457	0.00019874393831	0.000230240857519	0.000278540448052	0.000542973649489	0.000384538884837	0.00220732222061	0.00462464008236	0.00139040964944	0.00056560286195	0.000456815690096	0.000282914534091	0.000292376288283
k__Bacteria;p__Acidobacteria;c__EC1113;o__	0.00146042679338	0.00106735269164	0.000554359393174	0.000633981403212	0.000102648326832	0.000317519881074	0.000355407267716	0.000315312037643	0.000545110515916	0.000409818926944	0.00115758057785	0.000504301941562	0.0	0.000357018007096	0.00015645744581	0.000361076006499	0.00041522964642	0.000363885739878	0.000800654151477	0.00024303201627	0.000318331940631	0.000852468629697	0.00204866405887	0.000546640926107	0.00111795647208	0.000451883136069	0.000777703935182	0.00209120071466	7.71585092976e-05	0.000336232731525
k__Bacteria;p__Acidobacteria;c__GAL08;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27135929497e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38390107875e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__PAUC37f;o__	0.000544935370665	0.00361257834095	0.00290543717673	0.000202138998126	0.00192867883281	0.00304530431394	0.00305360121854	0.00218292949138	0.00145188089335	0.0023920043491	0.00332312247518	0.00223860861864	0.0	0.00324291356445	0.00229768934704	0.00235902990913	0.00356120484988	0.000174945067249	0.0101302624556	0.00150935673263	0.00353348454101	0.00379538580993	0.00346747994431	0.000643514001619	0.000498656843663	0.00305890122877	0.00482176439813	0.00342104194583	0.000180036521694	0.00168116365763
k__Bacteria;p__Acidobacteria;c__RB25;o__	0.000261568977919	0.00164208106407	0.00280644442795	0.000514535631592	0.00438779983021	0.0084431422922	0.00345252774353	0.00641134476542	0.00124746444988	0.00282691423075	0.00779595083039	0.00230010885542	0.00401606425703	0.0214136425506	0.00629852974703	0.00120358668833	0.0043672388694	0.000426865964087	0.00717749537211	0.00372222719656	0.00305598663006	0.00302979296415	0.0011072067891	0.000996408776701	0.000482571139029	0.0034673340633	0.0106898940909	0.00223332115158	0.00030863403719	0.00178349535853
k__Bacteria;p__Acidobacteria;c__S035;o__	0.0	0.00149155696653	0.00104437349964	9.18813627844e-05	0.000616444816814	0.000808232424553	0.0012983245086	0.0010752948976	0.000319728283374	0.00180654873918	0.00177180700691	0.000725702793956	0.0	0.000751225389931	0.000952155313071	0.00018053800325	0.00198333219349	2.79912107598e-05	0.00396352196972	0.000920963430077	0.00138474394175	0.00101536072454	0.00297023138633	0.000200665656419	4.82571139029e-05	0.000860315970593	0.00254521287878	0.00160393064523	0.000154317018595	0.000862510050435
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__JH-WHS99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09934080699e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.04285231715e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales	0.0210345053077	0.0039683625715	0.00417254436113	0.00726781579624	0.00692571035416	0.00305973703581	0.00313338652354	0.00280546864262	0.00818714063327	0.00218291305984	0.00210254431486	0.00738002841311	0.00401606425703	0.00322803781416	0.00322302338368	0.00657158331829	0.00316551542212	0.0252130830919	0.0022600024985	0.0030059223065	0.0036846922128	0.00383882370189	0.00287078167473	0.00704405649084	0.0149677481622	0.00482298347151	0.00275731395201	0.00305558939375	0.00522105912914	0.00381551056209
k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725	0.00202715957887	0.00351679027888	0.00140074739525	0.00168142893895	0.00262668745526	0.00382467129476	0.00368463044897	0.00217484456734	0.000686629592163	0.00162254840463	0.00374048145902	0.00323491245441	0.0107095046854	0.00184459303666	0.00191325105162	0.0023831016429	0.00233017107461	0.000328896726428	0.00210100734785	0.00346640402154	0.00214078230074	0.00149317753609	0.00305642113638	0.000837260152644	0.00264609841234	0.0018336027252	0.00190890965908	0.00362407114143	0.000282914534091	0.00168116365763
k__Bacteria;p__Acidobacteria;c__TM1;o__	0.00562373302526	5.4736035469e-05	6.43452867077e-05	4.59406813922e-05	5.43758704301e-05	0.000115461774936	4.35192572713e-05	4.85095442528e-05	0.000172967759858	3.34546062811e-05	9.44963737017e-05	3.69001420655e-05	0.0	8.18166266261e-05	4.02319146368e-05	0.0	5.86206559651e-05	0.000531833004437	2.83919911871e-05	0.0	3.18331940631e-05	4.34378919591e-05	4.64098654114e-05	2.07585161813e-05	0.000538871105249	1.7380120618e-05	4.24202146463e-05	7.10602184594e-05	5.14390061984e-05	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];Other	0.0	0.0	0.0	0.0	1.10971164143e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__	6.53922444798e-05	2.73680177345e-05	1.97985497562e-05	9.18813627844e-05	1.553596298e-05	7.21636093351e-05	0.000268368753173	3.23396961686e-05	3.66901308789e-05	0.000125454773554	0.000188992747403	0.000202950781361	0.0	0.000245449879878	0.00012069574391	3.61076006499e-05	3.90804373101e-05	0.000132958251109	0.000141959955936	3.83734762532e-05	0.000159165970316	8.14460474233e-05	9.28197308228e-05	0.0	0.000144771341709	0.000225941568034	0.000212101073231	0.000172574816259	0.0	0.000204663401798
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__11-24	0.000108987074133	0.00307890199513	0.00265795530477	0.000312396633467	0.000532106732066	0.00356488230115	0.00137085660405	0.00152805064396	0.00140470786794	0.00141345711538	0.00414209104726	0.00264451018136	0.0	0.00142063415324	0.0013142425448	0.00164891376301	0.00220315965336	2.09934080699e-05	0.00792704393945	0.00241752900395	0.00341411006327	0.00534829044746	0.00478684611815	0.000304458237325	0.000458442582077	0.00136433946852	0.00476520411193	0.0251451658749	0.000257195030992	0.00166654484321
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__DS-100	0.000697517274451	0.000574728372424	0.000202935135001	0.000477783086479	0.000781236995567	0.00105358869629	0.000739827373613	0.000759982859961	0.000162484865321	0.000409818926944	0.000472481868508	0.000578102225694	0.0	0.000304952881061	0.000911923398435	0.000782331347415	0.00068879270759	3.49890134498e-05	0.000215779133022	0.000729096048811	0.000724205164936	0.000298635507219	0.000702777961944	0.000532801915319	0.000233242717197	0.00044319307576	0.000325221645622	0.000284240873838	0.000128597515496	0.000906366493677
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__Ellin7246	0.0	0.0	0.0	1.83762725569e-05	0.0	0.0	1.45064190904e-05	0.0	5.24144726842e-06	0.0	0.0	2.46000947104e-05	0.0	0.0	3.1291489162e-05	2.40717337666e-05	9.77010932752e-06	0.000216931883389	0.0	0.0	0.0	0.0	0.0	8.30340647251e-05	6.43428185372e-05	3.47602412361e-05	0.0	0.0	0.0	2.92376288283e-05
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__PK29	0.0	0.000684200443362	0.00562773776821	0.000156198316733	0.00714654297081	0.0100018762538	0.00521505766302	0.00421224542595	0.000854355904752	0.00552837368795	0.00878028805645	0.00249075958942	0.00669344042838	0.0168244735844	0.0097942361077	0.00339411446109	0.00629195040693	0.000181942869939	0.00651312277833	0.00393967689533	0.00596076558832	0.00580981804953	0.00115361665451	0.00226267826376	0.000233242717197	0.0034673340633	0.00564188854796	0.00168514232347	0.000488670558885	0.00116950515313
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41	0.0222115657083	0.0529571143162	0.0232583463261	0.0301003344482	0.0313959617593	0.0341478199374	0.0235003989265	0.0210450572817	0.0263697212074	0.0164011207293	0.0254746474104	0.0353810862172	0.0200803212851	0.0198888781453	0.0288418125819	0.0421134982247	0.0260910769592	0.0378301213419	0.0281705336559	0.0175878432827	0.0300584934941	0.0192158374554	0.0289862759398	0.0251385630955	0.0274019978445	0.023367572171	0.0261167121506	0.0755877695213	0.00673850981199	0.0323806739273
k__Bacteria;p__Acidobacteria;c__iii1-8;o__	0.0	0.0	0.0	2.75644088353e-05	3.883990745e-06	0.000115461774936	4.35192572713e-05	4.04246202107e-05	0.0	5.01819094217e-05	1.57493956169e-05	0.0	0.0	0.0	2.23510636871e-05	3.61076006499e-05	9.77010932752e-06	0.0	5.67839823743e-06	0.0	3.18331940631e-05	5.42973649489e-06	0.0	0.0	1.60857046343e-05	1.7380120618e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__iii1-8;o__32-20	0.00180918543061	0.000903144585238	0.00142549558245	0.000955566172957	0.000307390124676	0.00300200614834	0.00147965474723	0.0038565087681	0.000461247359621	0.00100363818843	0.00161431305074	0.000787203030732	0.0	0.00242474729819	0.0022932191343	0.000565685743516	0.0019002862642	0.00232327049307	0.0017603034536	0.00144540093887	0.000732163463452	0.00172665620537	0.000702777961944	0.000650433507013	0.000603213923786	0.00277212923858	0.00195132987373	0.00184756567994	7.71585092976e-05	0.00100869819458
k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18	0.00224513372714	0.00205260133009	0.000529611205979	0.00152523062222	0.000491602257153	0.000692770649617	0.000703561325887	0.00104295520144	0.00052938617411	0.00090327436959	0.00180330579814	0.00135300520907	0.00133868808568	0.00207516716624	0.00057218723039	0.0025275320455	0.00167068869501	0.000440861569467	0.000908543717988	0.000908172271326	0.000811746448609	0.00126512860331	0.00478021613737	0.000145309613269	0.00238872713819	0.000504023497923	0.0016826685143	0.00223332115158	0.000360073043389	0.00507272860171
k__Bacteria;p__Acidobacteria;c__iii1-8;o__SJA-36	0.0	1.36840088672e-05	1.48489123172e-05	0.0	3.107192596e-05	0.000173192662404	0.000123304562269	0.000169783404885	1.57243418053e-05	9.2000167273e-05	0.000110245769319	1.84500710328e-05	0.0	4.4627250887e-05	0.000107285105698	1.20358668833e-05	9.77010932752e-05	9.79692376594e-05	0.00022145753126	6.39557937554e-05	8.75412836736e-05	5.97271014438e-05	6.62998077306e-06	0.0	8.84713754886e-05	0.000139040964944	0.000127260643939	2.03029195598e-05	0.0	2.92376288283e-05
k__Bacteria;p__Actinobacteria;Other;Other	0.0	0.0	0.0	0.0	1.33165396972e-05	0.0	2.17596286357e-05	1.61698480843e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.20358668833e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales	0.00963445735336	0.0169681709954	0.0202935135001	0.0137454518725	0.0140439556781	0.0151110597948	0.0139189091173	0.0412977920072	0.0143405997264	0.0287876887049	0.030632574475	0.0100429886655	0.0200803212851	0.0197103691417	0.0172058488263	0.0155142324126	0.0200873447774	0.0110915172636	0.021691481267	0.026976553806	0.0149377263141	0.0216755080876	0.0172445799907	0.00872549630152	0.00845303778532	0.0208213845004	0.0299910917549	0.0160697608316	0.00357501093079	0.0203347708501
k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other	0.0	0.0	0.0	0.0	1.66456746214e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.03707740262	0.0417635950628	0.0333061103274	0.0346852144511	0.0245457117968	0.0234531730339	0.0353158772757	0.0474665890514	0.0461666675402	0.050817546941	0.0353495184622	0.0396430526258	0.0388219544846	0.0221574300654	0.0365708104049	0.0361677799844	0.0352945199457	0.0426446095926	0.0220605771524	0.0370431957431	0.0313238629581	0.0527987576763	0.029271365113	0.0327015824909	0.0278604404266	0.0368806159515	0.0272337778029	0.0216226093312	0.148658727913	0.0439002996857
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.0	1.36840088672e-05	0.000133640210855	0.0	2.21942328286e-06	0.0	7.25320954522e-06	0.0	4.19315781474e-05	0.0	0.0	0.0	0.0	0.0	4.47021273742e-06	3.61076006499e-05	0.0	0.0	0.0	0.0	2.38748955473e-05	0.0	1.32599615461e-05	1.38390107875e-05	0.0	0.0	0.0	6.09087586795e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales	0.0	0.000164208106407	0.000212834409879	9.18813627844e-05	6.15889960994e-05	0.00028865443734	0.000776093421339	0.00217484456734	0.0001991749962	0.000526910048927	0.000889840852357	0.000116850449874	0.00133868808568	0.000632219387565	0.000630299995977	9.62869350665e-05	0.000893965003468	6.99780268996e-06	0.000760905363815	0.000345361286279	0.000262623851021	0.000418089710106	0.000371278923291	2.07585161813e-05	8.04285231715e-06	0.000460573196378	0.00101808515151	0.000131968977139	2.57195030992e-05	0.000116950515313
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	0.0	0.0	4.94963743906e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.77010932752e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__KIST-JJY010;o__	0.0	0.0	0.0	0.0	2.21942328286e-06	0.0	0.0	0.0	0.0	0.0	7.87469780847e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
